case_id,event_label,resource
11456,e,None
11457,h,ER_PRACTITIONER4
11457,g,None
11457,e,None
11458,c,B_BED24
11459,c,B_BED13
11459,e,None
11459,g,None
11460,c,B_BED35
11460,g,None
11461,g,None
11461,e,None
11462,h,ER_PRACTITIONER5
11462,e,None
11462,g,None
11462,d,OR1
11463,g,None
11463,e,None
11464,h,ER_PRACTITIONER3
11464,g,None
11464,e,None
11465,h,ER_PRACTITIONER4
11465,e,None
11465,g,None
11466,c,B_BED11
11466,h,ER_PRACTITIONER3
11466,e,None
11466,g,None
11466,d,OR4
11467,c,B_BED19
11467,h,ER_PRACTITIONER4
11467,e,None
11468,c,B_BED33
11468,d,OR2
11469,e,None
11470,h,ER_PRACTITIONER3
11471,h,ER_PRACTITIONER4
11471,e,None
11471,g,None
11472,c,B_BED4
11472,h,ER_PRACTITIONER3
11472,g,None
11473,c,B_BED5
11473,h,ER_PRACTITIONER4
11473,e,None
11473,g,None
11474,e,None
11475,c,B_BED27
11475,h,ER_PRACTITIONER6
11475,e,None
11475,g,None
11476,c,B_BED28
11476,e,None
11476,g,None
11477,h,ER_PRACTITIONER4
11477,g,None
11478,h,ER_PRACTITIONER5
11478,g,None
11479,c,B_BED7
11479,h,ER_PRACTITIONER6
11479,e,None
11480,h,ER_PRACTITIONER3
11480,e,None
11481,h,ER_PRACTITIONER4
11481,g,None
11482,h,ER_PRACTITIONER3
11482,g,None
11483,c,B_BED3
11483,h,ER_PRACTITIONER5
11483,g,None
11483,d,OR4
11484,h,ER_PRACTITIONER3
11484,e,None
11484,g,None
11485,h,ER_PRACTITIONER4
11485,g,None
11486,h,ER_PRACTITIONER5
11486,e,None
11487,e,None
11487,g,None
11488,h,ER_PRACTITIONER4
11488,e,None
11489,h,ER_PRACTITIONER3
11489,g,None
11490,h,ER_PRACTITIONER3
11490,g,None
11491,h,ER_PRACTITIONER4
11491,g,None
11491,e,None
11491,d,OR2
11492,h,ER_PRACTITIONER5
11492,e,None
11493,h,ER_PRACTITIONER6
11493,e,None
11494,h,ER_PRACTITIONER3
11494,e,None
11495,c,B_BED35
11495,h,ER_PRACTITIONER4
11495,e,None
11496,h,ER_PRACTITIONER5
11496,e,None
11496,g,None
11497,h,ER_PRACTITIONER6
11497,e,None
11497,g,None
11498,h,ER_PRACTITIONER7
11498,e,None
11498,g,None
11499,h,ER_PRACTITIONER3
11499,g,None
11500,h,ER_PRACTITIONER4
11500,g,None
11501,e,None
11501,g,None
11501,d,OR1
11502,c,B_BED15
11502,h,ER_PRACTITIONER4
11502,e,None
11503,h,ER_PRACTITIONER3
11503,g,None
11503,e,None
11504,g,None
11505,h,ER_PRACTITIONER6
11505,e,None
11506,h,ER_PRACTITIONER7
11506,e,None
11506,g,None
11507,c,B_BED16
11507,h,ER_PRACTITIONER1
11508,c,B_BED37
11508,h,ER_PRACTITIONER8
11508,g,None
11509,h,ER_PRACTITIONER9
11509,e,None
11509,g,None
11510,c,B_BED32
11510,h,ER_PRACTITIONER3
11510,g,None
11510,e,None
11511,h,ER_PRACTITIONER4
11512,c,A_BED16
11512,a,None
11512,g,None
11512,d,OR5
11513,c,B_BED38
11513,h,ER_PRACTITIONER5
11513,g,None
11513,e,None
11514,c,A_BED14
11514,b,None
11515,c,B_BED33
11515,b,None
11515,a,None
11515,g,None
11516,c,A_BED20
11516,i,INTAKE4
11516,g,None
11516,a,None
11516,d,OR1
11517,c,B_BED22
11517,g,None
11517,e,None
11518,c,B_BED1
11518,h,ER_PRACTITIONER6
11518,e,None
11518,g,None
11519,h,ER_PRACTITIONER7
11519,g,None
11519,e,None
11520,c,B_BED26
11520,h,ER_PRACTITIONER1
11520,e,None
11520,d,OR3
11521,c,B_BED23
11521,g,None
11521,b,None
11521,a,None
11521,d,OR4
11522,c,A_BED15
11522,i,INTAKE2
11522,a,None
11522,b,None
11523,c,B_BED13
11523,i,INTAKE1
11523,b,None
11523,g,None
11523,a,None
11524,i,INTAKE4
11524,b,None
11524,a,None
11525,a,None
11525,b,None
11525,b,None
11526,b,None
11526,b,None
11526,g,None
11527,c,A_BED18
11527,i,INTAKE1
11527,a,None
11527,b,None
11527,d,OR3
11527,d,OR4
11528,c,B_BED25
11528,h,ER_PRACTITIONER3
11528,g,None
11528,e,None
11529,b,None
11529,g,None
11529,a,None
11529,b,None
11530,b,None
11530,b,None
11530,a,None
11530,b,None
11530,b,None
11531,c,A_BED21
11531,i,INTAKE2
11531,a,None
11531,b,None
11531,g,None
11532,i,INTAKE1
11532,a,None
11532,b,None
11532,g,None
11533,c,A_BED19
11533,b,None
11533,g,None
11534,c,A_BED2
11534,i,INTAKE3
11534,g,None
11534,a,None
11534,d,OR2
11535,c,B_BED19
11535,a,None
11535,g,None
11535,b,None
11536,c,B_BED4
11536,h,ER_PRACTITIONER4
11536,g,None
11537,c,A_BED23
11537,i,INTAKE2
11537,b,None
11537,a,None
11537,g,None
11538,c,B_BED13
11538,i,INTAKE1
11538,a,None
11538,b,None
11539,c,B_BED27
11539,h,ER_PRACTITIONER5
11539,e,None
11540,c,A_BED14
11540,i,INTAKE3
11540,b,None
11540,g,None
11540,b,None
11540,a,None
11540,b,None
11541,h,ER_PRACTITIONER3
11541,g,None
11542,c,B_BED27
11542,i,INTAKE4
11542,b,None
11542,g,None
11542,a,None
11543,b,None
11543,b,None
11543,b,None
11543,a,None
11544,h,ER_PRACTITIONER6
11544,g,None
11544,e,None
11545,b,None
11545,f,None
11545,b,None
11545,a,None
11545,b,None
11545,b,None
11546,c,A_BED14
11546,g,None
11546,b,None
11546,a,None
11546,d,OR3
11547,c,B_BED20
11547,i,INTAKE1
11547,a,None
11547,b,None
11548,c,B_BED25
11548,i,INTAKE3
11548,g,None
11548,b,None
11548,d,OR5
11549,c,A_BED3
11549,i,INTAKE4
11549,g,None
11549,b,None
11550,c,B_BED29
11550,h,ER_PRACTITIONER3
11550,g,None
11550,d,OR2
11551,b,None
11551,b,None
11551,b,None
11551,a,None
11551,f,None
11551,b,None
11552,h,ER_PRACTITIONER3
11552,g,None
11552,e,None
11553,c,B_BED12
11553,h,ER_PRACTITIONER4
11553,g,None
11553,d,OR3
11554,c,B_BED7
11554,e,None
11555,h,ER_PRACTITIONER3
11555,g,None
11556,h,ER_PRACTITIONER3
11556,g,None
11556,e,None
11557,h,ER_PRACTITIONER4
11557,e,None
11557,g,None
11558,h,ER_PRACTITIONER5
11558,e,None
11558,g,None
11559,h,ER_PRACTITIONER3
11559,e,None
11560,c,B_BED30
11560,h,ER_PRACTITIONER4
11560,g,None
11560,e,None
11561,h,ER_PRACTITIONER3
11561,e,None
11561,g,None
11562,g,None
11562,e,None
11563,c,A_BED17
11563,i,INTAKE3
11563,g,None
11563,a,None
11563,b,None
11563,d,OR2
11564,c,B_BED6
11564,a,None
11564,b,None
11565,i,INTAKE1
11565,b,None
11565,a,None
11566,c,A_BED8
11566,i,INTAKE3
11566,g,None
11566,a,None
11566,d,OR5
11567,c,B_BED38
11567,i,INTAKE4
11567,b,None
11567,g,None
11568,b,None
11568,g,None
11568,a,None
11569,c,A_BED6
11569,i,INTAKE1
11569,g,None
11569,b,None
11569,b,None
11569,d,OR5
11570,c,A_BED28
11570,b,None
11570,a,None
11570,g,None
11570,d,OR1
11571,h,ER_PRACTITIONER3
11571,g,None
11572,c,A_BED21
11572,i,INTAKE2
11572,a,None
11572,b,None
11572,g,None
11573,g,None
11573,b,None
11573,b,None
11573,a,None
11574,c,B_BED11
11574,i,INTAKE4
11574,g,None
11574,a,None
11574,b,None
11574,d,OR4
11575,c,A_BED19
11575,b,None
11575,b,None
11575,b,None
11575,b,None
11575,g,None
11576,c,B_BED40
11576,b,None
11576,g,None
11577,h,ER_PRACTITIONER4
11577,g,None
11577,e,None
11578,c,A_BED9
11578,i,INTAKE3
11578,a,None
11578,b,None
11578,d,OR1
11579,c,B_BED24
11579,i,INTAKE2
11579,a,None
11579,g,None
11580,c,A_BED5
11580,b,None
11580,g,None
11580,a,None
11581,h,ER_PRACTITIONER5
11581,e,None
11581,g,None
11582,c,A_BED3
11582,i,INTAKE2
11582,b,None
11582,a,None
11582,b,None
11582,g,None
11583,c,B_BED31
11583,i,INTAKE1
11583,b,None
11583,g,None
11583,b,None
11584,c,B_BED34
11584,i,INTAKE4
11584,b,None
11584,d,OR3
11585,f,None
11585,b,None
11585,b,None
11585,b,None
11586,c,A_BED28
11586,b,None
11586,g,None
11587,c,B_BED36
11587,b,None
11587,b,None
11587,g,None
11587,d,OR3
11588,b,None
11588,b,None
11588,a,None
11588,b,None
11588,b,None
11588,b,None
11588,f,None
11589,f,None
11589,b,None
11589,b,None
11589,a,None
11589,b,None
11589,b,None
11590,c,B_BED15
11590,e,None
11591,b,None
11591,a,None
11591,b,None
11591,b,None
11591,b,None
11591,b,None
11592,c,B_BED12
11592,i,INTAKE3
11592,b,None
11592,b,None
11592,g,None
11592,d,OR2
11593,i,INTAKE2
11593,g,None
11593,b,None
11593,b,None
11594,b,None
11594,b,None
11594,b,None
11594,f,None
11594,a,None
11594,b,None
11594,b,None
11595,c,B_BED20
11595,c,B_BED33
11595,h,ER_PRACTITIONER4
11595,e,None
11595,g,None
11595,d,OR2
11595,d,OR3
11596,c,B_BED12
11596,i,INTAKE3
11596,b,None
11596,g,None
11597,c,A_BED10
11597,b,None
11597,a,None
11597,g,None
11598,h,ER_PRACTITIONER5
11599,c,B_BED39
11599,h,ER_PRACTITIONER3
11599,g,None
11599,e,None
11600,h,ER_PRACTITIONER4
11600,e,None
11601,h,ER_PRACTITIONER5
11601,g,None
11602,c,B_BED5
11602,h,ER_PRACTITIONER6
11602,e,None
11602,g,None
11603,e,None
11604,h,ER_PRACTITIONER3
11604,e,None
11604,d,OR1
11605,e,None
11605,g,None
11606,g,None
11606,e,None
11607,h,ER_PRACTITIONER4
11607,g,None
11607,e,None
11608,h,ER_PRACTITIONER3
11608,g,None
11609,h,ER_PRACTITIONER5
11609,g,None
11610,h,ER_PRACTITIONER4
11610,g,None
11610,e,None
11611,c,B_BED21
11611,g,None
11611,e,None
11612,g,None
11612,e,None
11613,h,ER_PRACTITIONER1
11613,e,None
11614,h,ER_PRACTITIONER3
11614,e,None
11615,h,ER_PRACTITIONER4
11615,g,None
11615,e,None
11616,e,None
11617,h,ER_PRACTITIONER4
11617,g,None
11617,e,None
11618,g,None
11619,c,B_BED23
11619,d,OR1
11620,c,A_BED25
11620,i,INTAKE2
11620,a,None
11620,b,None
11620,g,None
11620,d,OR5
11621,a,None
11621,g,None
11621,b,None
11621,d,OR4
11622,c,A_BED11
11622,i,INTAKE2
11622,g,None
11622,b,None
11623,b,None
11623,a,None
11623,g,None
11623,d,OR3
11624,c,A_BED19
11624,i,INTAKE3
11624,b,None
11624,g,None
11625,c,B_BED15
11625,i,INTAKE3
11625,b,None
11625,b,None
11625,b,None
11625,d,OR4
11626,c,A_BED18
11626,i,INTAKE2
11626,b,None
11626,b,None
11626,b,None
11626,b,None
11626,b,None
11626,d,OR1
11627,b,None
11627,g,None
11627,b,None
11627,d,OR4
11628,c,A_BED17
11628,i,INTAKE1
11628,b,None
11628,b,None
11629,c,B_BED20
11629,i,INTAKE4
11629,a,None
11629,b,None
11629,b,None
11629,b,None
11629,g,None
11630,f,None
11630,b,None
11630,b,None
11630,b,None
11630,b,None
11631,c,B_BED18
11631,g,None
11631,e,None
11632,c,B_BED18
11632,i,INTAKE3
11632,a,None
11632,b,None
11632,b,None
11633,b,None
11633,b,None
11633,b,None
11633,b,None
11634,e,None
11634,g,None
11635,h,ER_PRACTITIONER5
11635,g,None
11635,e,None
11636,c,B_BED18
11636,i,INTAKE1
11636,b,None
11636,b,None
11636,b,None
11636,g,None
11636,d,OR1
11637,c,B_BED31
11637,i,INTAKE4
11637,b,None
11637,g,None
11637,a,None
11637,b,None
11637,b,None
11637,b,None
11638,c,A_BED8
11638,i,INTAKE1
11638,b,None
11638,b,None
11638,d,OR4
11639,b,None
11639,g,None
11640,c,B_BED24
11640,g,None
11640,a,None
11641,b,None
11641,b,None
11641,f,None
11641,b,None
11641,b,None
11641,b,None
11642,c,B_BED25
11642,h,ER_PRACTITIONER3
11642,g,None
11642,d,OR4
11643,c,A_BED23
11643,a,None
11643,b,None
11643,b,None
11643,d,OR4
11644,b,None
11644,b,None
11644,b,None
11644,a,None
11644,b,None
11645,b,None
11645,b,None
11645,b,None
11645,b,None
11645,f,None
11645,a,None
11645,b,None
11645,b,None
11646,b,None
11646,a,None
11646,f,None
11646,b,None
11646,b,None
11646,b,None
11646,b,None
11647,b,None
11647,b,None
11647,b,None
11647,b,None
11647,b,None
11647,b,None
11647,a,None
11648,h,ER_PRACTITIONER4
11648,g,None
11648,e,None
11649,a,None
11649,b,None
11649,b,None
11649,b,None
11649,f,None
11649,b,None
11650,b,None
11650,a,None
11650,b,None
11650,f,None
11651,b,None
11651,b,None
11651,b,None
11651,f,None
11651,a,None
11651,b,None
11652,b,None
11652,b,None
11652,b,None
11652,f,None
11652,b,None
11653,f,None
11653,b,None
11653,b,None
11653,b,None
11653,b,None
11654,b,None
11654,b,None
11654,f,None
11654,b,None
11654,b,None
11654,a,None
11655,b,None
11655,b,None
11655,a,None
11655,b,None
11655,b,None
11655,b,None
11655,f,None
11656,b,None
11656,f,None
11656,b,None
11656,a,None
11656,b,None
11657,c,B_BED4
11657,h,ER_PRACTITIONER3
11657,g,None
11658,c,B_BED26
11658,h,ER_PRACTITIONER3
11658,e,None
11658,g,None
11659,h,ER_PRACTITIONER4
11659,e,None
11659,g,None
11660,c,B_BED5
11660,g,None
11660,e,None
11661,c,B_BED27
11661,h,ER_PRACTITIONER3
11661,e,None
11662,c,B_BED6
11662,h,ER_PRACTITIONER3
11662,g,None
11663,c,B_BED28
11663,d,OR3
11664,i,INTAKE3
11664,b,None
11664,g,None
11665,a,None
11666,c,B_BED36
11666,i,INTAKE1
11666,g,None
11666,b,None
11667,c,A_BED16
11667,i,INTAKE4
11668,c,B_BED18
11668,i,INTAKE3
11668,b,None
11668,b,None
11668,b,None
11669,c,B_BED15
11669,i,INTAKE3
11669,b,None
11669,g,None
11670,c,A_BED17
11670,b,None
11670,a,None
11671,c,B_BED16
11671,i,INTAKE2
11671,b,None
11671,g,None
11671,a,None
11672,c,A_BED18
11672,g,None
11672,b,None
11673,h,ER_PRACTITIONER3
11673,e,None
11673,g,None
11674,i,INTAKE4
11674,b,None
11674,a,None
11675,b,None
11675,b,None
11675,b,None
11675,f,None
11676,b,None
11676,b,None
11676,a,None
11676,b,None
11676,b,None
11678,b,None
11678,b,None
11678,b,None
11678,b,None
11678,a,None
11679,b,None
11679,b,None
11679,b,None
11679,a,None
11679,b,None
11680,b,None
11680,b,None
11680,b,None
11680,f,None
11681,b,None
11681,b,None
11681,b,None
11681,f,None
11681,b,None
11681,a,None
11682,b,None
11682,b,None
11682,a,None
11682,b,None
11682,b,None
11682,b,None
11683,b,None
11683,b,None
11683,a,None
11683,b,None
11683,b,None
11683,f,None
11683,b,None
11683,b,None
11684,b,None
11684,b,None
11684,a,None
11684,f,None
11684,b,None
11684,b,None
11684,b,None
11685,b,None
11685,b,None
11685,f,None
11685,b,None
11685,b,None
11686,h,ER_PRACTITIONER3
11686,g,None
11686,e,None
11687,c,B_BED29
11687,h,ER_PRACTITIONER4
11687,g,None
11687,e,None
11688,b,None
11688,f,None
11688,b,None
11688,b,None
11689,f,None
11689,b,None
11689,b,None
11689,b,None
11690,b,None
11690,b,None
11690,b,None
11690,b,None
11690,a,None
11690,b,None
11690,b,None
11691,b,None
11691,b,None
11691,f,None
11691,b,None
11691,b,None
11692,b,None
11692,b,None
11692,f,None
11692,b,None
11692,b,None
11692,b,None
11693,c,B_BED8
11693,e,None
11694,b,None
11694,a,None
11694,b,None
11694,b,None
11694,b,None
11695,b,None
11695,b,None
11695,f,None
11695,a,None
11695,b,None
11696,b,None
11696,b,None
11696,f,None
11696,b,None
11696,b,None
11696,b,None
11697,a,None
11697,b,None
11697,f,None
11697,b,None
11697,b,None
11697,b,None
11698,b,None
11698,b,None
11698,b,None
11698,b,None
11698,a,None
11699,f,None
11699,b,None
11699,b,None
11699,b,None
11699,b,None
11699,b,None
11700,b,None
11700,b,None
11700,a,None
11700,b,None
11700,b,None
11701,h,ER_PRACTITIONER4
11701,e,None
11701,g,None
11702,h,ER_PRACTITIONER6
11702,g,None
11702,e,None
11703,e,None
11703,d,OR3
11704,c,B_BED9
11704,h,ER_PRACTITIONER4
11705,g,None
11705,e,None
11706,c,B_BED10
11706,h,ER_PRACTITIONER4
11706,e,None
11706,g,None
11707,c,B_BED39
11707,h,ER_PRACTITIONER5
11707,g,None
11707,d,OR5
11708,e,None
11708,g,None
11709,h,ER_PRACTITIONER3
11709,g,None
11709,e,None
11710,c,B_BED37
11710,e,None
11711,c,B_BED22
11711,e,None
11711,g,None
11711,d,OR4
11712,h,ER_PRACTITIONER5
11713,h,ER_PRACTITIONER6
11713,e,None
11714,c,B_BED32
11714,h,ER_PRACTITIONER4
11714,g,None
11715,h,ER_PRACTITIONER7
11715,e,None
11715,g,None
11716,c,B_BED40
11716,h,ER_PRACTITIONER3
11716,e,None
11716,d,OR2
11717,h,ER_PRACTITIONER5
11717,e,None
11717,g,None
11718,h,ER_PRACTITIONER1
11718,e,None
11719,g,None
11719,e,None
11720,h,ER_PRACTITIONER4
11721,h,ER_PRACTITIONER3
11721,g,None
11722,h,ER_PRACTITIONER5
11722,e,None
11722,g,None
11723,c,A_BED14
11723,b,None
11723,a,None
11723,b,None
11723,g,None
11724,h,ER_PRACTITIONER6
11725,c,B_BED2
11725,b,None
11725,b,None
11725,a,None
11725,b,None
11725,d,OR3
11726,c,B_BED30
11726,h,ER_PRACTITIONER1
11727,c,B_BED38
11727,h,ER_PRACTITIONER8
11727,g,None
11728,c,A_BED16
11728,i,INTAKE1
11728,a,None
11728,b,None
11728,b,None
11728,d,OR5
11729,c,B_BED10
11729,i,INTAKE2
11729,g,None
11729,b,None
11729,b,None
11729,b,None
11730,c,B_BED40
11730,i,INTAKE1
11730,b,None
11730,a,None
11730,g,None
11730,b,None
11731,e,None
11731,g,None
11732,g,None
11732,e,None
11733,c,A_BED15
11733,i,INTAKE4
11733,b,None
11733,b,None
11733,b,None
11733,g,None
11734,c,B_BED13
11734,i,INTAKE1
11734,a,None
11734,b,None
11734,b,None
11734,d,OR5
11735,c,B_BED12
11735,i,INTAKE4
11735,b,None
11735,g,None
11735,b,None
11735,a,None
11735,b,None
11736,c,B_BED2
11736,i,INTAKE3
11736,b,None
11736,b,None
11736,g,None
11736,b,None
11736,b,None
11737,b,None
11737,b,None
11737,b,None
11737,f,None
11737,a,None
11737,b,None
11737,b,None
11738,c,B_BED1
11738,h,ER_PRACTITIONER3
11738,g,None
11739,a,None
11739,b,None
11739,b,None
11739,b,None
11739,b,None
11739,b,None
11740,h,ER_PRACTITIONER4
11740,g,None
11740,e,None
11741,c,A_BED14
11741,i,INTAKE4
11741,b,None
11741,b,None
11741,g,None
11741,d,OR1
11742,h,ER_PRACTITIONER5
11742,g,None
11743,c,B_BED16
11743,i,INTAKE2
11743,b,None
11743,b,None
11743,a,None
11743,b,None
11743,b,None
11743,b,None
11744,h,ER_PRACTITIONER6
11744,g,None
11744,e,None
11745,f,None
11745,b,None
11745,a,None
11745,b,None
11745,b,None
11745,b,None
11746,b,None
11746,b,None
11746,b,None
11746,b,None
11746,f,None
11746,b,None
11747,f,None
11747,b,None
11747,b,None
11747,b,None
11747,b,None
11748,c,B_BED4
11748,h,ER_PRACTITIONER8
11748,g,None
11748,e,None
11749,a,None
11749,b,None
11749,f,None
11750,b,None
11750,b,None
11750,b,None
11750,b,None
11750,b,None
11751,b,None
11751,b,None
11751,b,None
11751,b,None
11751,b,None
11752,b,None
11752,b,None
11752,b,None
11752,b,None
11752,b,None
11752,f,None
11753,b,None
11753,b,None
11753,a,None
11753,b,None
11753,f,None
11754,b,None
11754,b,None
11754,b,None
11754,b,None
11754,a,None
11755,h,ER_PRACTITIONER3
11755,e,None
11755,g,None
11756,b,None
11756,a,None
11756,b,None
11756,b,None
11756,b,None
11757,b,None
11757,f,None
11757,b,None
11757,b,None
11757,a,None
11757,b,None
11758,f,None
11758,b,None
11758,b,None
11758,b,None
11759,h,ER_PRACTITIONER4
11759,g,None
11760,b,None
11760,b,None
11760,b,None
11760,b,None
11761,b,None
11761,b,None
11761,a,None
11761,b,None
11761,b,None
11762,b,None
11762,b,None
11762,b,None
11762,b,None
11762,b,None
11763,b,None
11763,b,None
11763,a,None
11763,f,None
11763,b,None
11763,b,None
11763,b,None
11764,b,None
11764,f,None
11764,b,None
11764,b,None
11765,b,None
11765,b,None
11765,b,None
11765,b,None
11765,b,None
11765,f,None
11765,b,None
11766,b,None
11766,b,None
11766,b,None
11766,b,None
11766,f,None
11767,b,None
11767,b,None
11767,f,None
11767,b,None
11767,a,None
11768,b,None
11768,b,None
11768,f,None
11768,b,None
11768,a,None
11768,b,None
11769,b,None
11769,b,None
11769,b,None
11769,b,None
11769,b,None
11769,a,None
11769,f,None
11770,b,None
11770,b,None
11770,b,None
11770,b,None
11770,b,None
11770,a,None
11771,g,None
11772,c,B_BED3
11772,h,ER_PRACTITIONER3
11772,e,None
11772,g,None
11773,e,None
11773,g,None
11774,g,None
11775,c,B_BED25
11776,e,None
11776,g,None
11777,h,ER_PRACTITIONER6
11777,g,None
11778,h,ER_PRACTITIONER3
11778,e,None
11778,g,None
11779,c,B_BED4
11779,h,ER_PRACTITIONER3
11779,g,None
11779,e,None
11780,c,B_BED26
11780,h,ER_PRACTITIONER4
11781,e,None
11782,c,B_BED5
11782,h,ER_PRACTITIONER3
11782,g,None
11782,e,None
11783,h,ER_PRACTITIONER4
11783,g,None
11784,e,None
11785,h,ER_PRACTITIONER4
11785,e,None
11786,e,None
11786,g,None
11787,g,None
11787,e,None
11788,c,B_BED6
11788,g,None
11789,h,ER_PRACTITIONER7
11789,g,None
11790,c,B_BED38
11790,h,ER_PRACTITIONER5
11790,g,None
11790,d,OR3
11791,c,B_BED28
11791,h,ER_PRACTITIONER4
11791,e,None
11792,c,B_BED29
11793,c,B_BED7
11793,g,None
11794,c,B_BED22
11794,g,None
11794,e,None
11794,d,OR5
11795,c,B_BED8
11795,h,ER_PRACTITIONER5
11795,g,None
11795,e,None
11796,h,ER_PRACTITIONER3
11796,g,None
11796,e,None
11797,h,ER_PRACTITIONER3
11797,e,None
11797,g,None
11798,c,B_BED30
11798,e,None
11799,h,ER_PRACTITIONER5
11799,g,None
11799,e,None
11800,h,ER_PRACTITIONER6
11800,g,None
11800,e,None
11800,d,OR1
11801,c,B_BED9
11801,h,ER_PRACTITIONER3
11801,e,None
11801,g,None
11802,c,B_BED31
11802,h,ER_PRACTITIONER3
11802,g,None
11803,h,ER_PRACTITIONER4
11803,g,None
11804,g,None
11805,c,B_BED11
11805,h,ER_PRACTITIONER5
11805,e,None
11805,g,None
11806,c,B_BED32
11806,e,None
11807,h,ER_PRACTITIONER3
11808,h,ER_PRACTITIONER4
11809,h,ER_PRACTITIONER3
11809,g,None
11810,c,B_BED33
11810,g,None
11810,e,None
11811,h,ER_PRACTITIONER3
11812,h,ER_PRACTITIONER4
11812,e,None
11812,g,None
11813,c,B_BED17
11813,e,None
11813,g,None
11813,d,OR4
11814,h,ER_PRACTITIONER6
11814,e,None
11815,c,B_BED12
11815,h,ER_PRACTITIONER3
11815,e,None
11815,g,None
11816,h,ER_PRACTITIONER4
11816,e,None
11817,c,B_BED13
11817,h,ER_PRACTITIONER3
11817,e,None
11818,c,B_BED34
11818,h,ER_PRACTITIONER4
11818,g,None
11818,e,None
11819,c,B_BED35
11819,h,ER_PRACTITIONER5
11819,g,None
11819,e,None
11820,g,None
11820,e,None
11821,c,B_BED19
11821,e,None
11821,g,None
11822,e,None
11822,g,None
11823,c,B_BED14
11823,h,ER_PRACTITIONER4
11824,c,B_BED1
11824,e,None
11824,d,OR2
11826,c,B_BED20
11826,h,ER_PRACTITIONER4
11826,e,None
11826,g,None
11827,h,ER_PRACTITIONER6
11827,g,None
11827,e,None
11828,h,ER_PRACTITIONER5
11828,e,None
11828,g,None
11829,e,None
11829,g,None
11831,c,B_BED21
11831,h,ER_PRACTITIONER6
11831,e,None
11832,c,B_BED34
11832,a,None
11833,i,INTAKE2
11833,a,None
11834,c,A_BED14
11834,b,None
11834,a,None
11834,g,None
11835,c,B_BED16
11835,h,ER_PRACTITIONER5
11835,e,None
11836,c,B_BED34
11836,i,INTAKE4
11836,g,None
11836,d,OR2
11837,c,A_BED2
11837,i,INTAKE3
11837,g,None
11837,d,OR4
11838,i,INTAKE2
11838,a,None
11838,g,None
11838,b,None
11839,g,None
11839,b,None
11840,c,B_BED30
11840,h,ER_PRACTITIONER4
11840,g,None
11841,c,A_BED21
11841,i,INTAKE1
11841,b,None
11841,g,None
11842,i,INTAKE4
11842,a,None
11842,g,None
11842,b,None
11843,c,B_BED9
11843,i,INTAKE3
11843,b,None
11843,b,None
11843,b,None
11843,g,None
11844,c,A_BED21
11844,i,INTAKE1
11844,b,None
11844,g,None
11844,a,None
11844,b,None
11844,b,None
11844,d,OR5
11845,c,B_BED35
11845,h,ER_PRACTITIONER3
11845,d,OR5
11846,g,None
11846,e,None
11847,c,B_BED24
11847,e,None
11848,c,B_BED33
11848,g,None
11848,b,None
11849,c,A_BED22
11849,g,None
11849,b,None
11849,a,None
11850,f,None
11850,b,None
11850,b,None
11850,a,None
11850,b,None
11851,a,None
11851,b,None
11851,b,None
11851,f,None
11851,b,None
11851,b,None
11852,b,None
11852,b,None
11852,b,None
11852,a,None
11852,f,None
11852,b,None
11853,c,B_BED10
11853,i,INTAKE2
11853,g,None
11853,b,None
11854,h,ER_PRACTITIONER4
11854,g,None
11855,c,A_BED20
11855,b,None
11855,a,None
11855,b,None
11856,b,None
11856,a,None
11856,b,None
11856,b,None
11856,f,None
11856,b,None
11856,b,None
11857,c,B_BED3
11857,g,None
11858,g,None
11858,b,None
11858,b,None
11859,b,None
11859,b,None
11859,b,None
11859,b,None
11860,b,None
11860,b,None
11860,f,None
11860,b,None
11860,b,None
11861,h,ER_PRACTITIONER5
11861,e,None
11861,g,None
11862,c,B_BED30
11862,i,INTAKE3
11862,g,None
11862,b,None
11862,a,None
11863,h,ER_PRACTITIONER6
11863,g,None
11864,b,None
11864,a,None
11864,b,None
11864,b,None
11864,f,None
11864,b,None
11865,a,None
11865,f,None
11865,b,None
11865,b,None
11865,b,None
11865,b,None
11866,b,None
11866,b,None
11866,f,None
11866,b,None
11866,a,None
11866,b,None
11867,b,None
11867,b,None
11867,a,None
11867,b,None
11868,b,None
11868,a,None
11868,b,None
11868,b,None
11869,f,None
11869,b,None
11869,a,None
11869,b,None
11869,b,None
11869,b,None
11870,f,None
11870,b,None
11870,b,None
11870,b,None
11870,b,None
11870,b,None
11870,b,None
11871,h,ER_PRACTITIONER3
11871,g,None
11872,h,ER_PRACTITIONER4
11872,g,None
11872,e,None
11873,h,ER_PRACTITIONER3
11873,e,None
11873,g,None
11874,c,B_BED26
11874,h,ER_PRACTITIONER5
11874,g,None
11874,e,None
11875,h,ER_PRACTITIONER4
11875,e,None
11876,e,None
11876,g,None
11877,c,B_BED11
11877,h,ER_PRACTITIONER5
11877,e,None
11878,c,B_BED6
11878,h,ER_PRACTITIONER3
11878,g,None
11878,e,None
11879,h,ER_PRACTITIONER4
11879,e,None
11879,g,None
11880,g,None
11880,e,None
11881,c,B_BED25
11881,h,ER_PRACTITIONER6
11881,e,None
11881,g,None
11881,d,OR3
11882,c,B_BED33
11882,h,ER_PRACTITIONER7
11882,e,None
11883,g,None
11884,h,ER_PRACTITIONER3
11884,e,None
11885,h,ER_PRACTITIONER5
11885,g,None
11885,e,None
